title,venue,year,pages,author,url,month,comment,code
Privacy is not Free: Energy-Aware Federated Learning for Mobile and Edge Intelligence,WCSP,2020, (1): 233-238,"Wenqi Yang, Yang Zhang, Wei Yang Bryan Lim, Zehui Xiong, Yutao Jiao, Jiangming Jin",https://doi.org/10.1109/WCSP49889.2020.9299703,,Conference and Workshop Papers,
Federated Learning Service Market: A Game Theoretic Analysis,WCSP,2020, (1): 227-232,"Lixiao Dong, Yang Zhang",https://doi.org/10.1109/WCSP49889.2020.9299689,,Conference and Workshop Papers,
A Decentralized Federated Learning Approach for Connected Autonomous Vehicles,WCNC Workshops,2020, (1): 1-6,"Shiva Raj Pokhrel, Jinho Choi ",https://doi.org/10.1109/WCNCW48565.2020.9124733,,Conference and Workshop Papers,
Auction based Incentive Design for Efficient Federated Learning in Cellular Wireless Networks,WCNC,2020, (1): 1-6,"Tra Huong Thi Le, Nguyen Hoang Tran, Yan Kyaw Tun, Zhu Han, Choong Seon Hong",https://doi.org/10.1109/WCNC45663.2020.9120773,,Conference and Workshop Papers,
L-FGADMM: Layer-Wise Federated Group ADMM for Communication Efficient Decentralized Deep Learning,WCNC,2020, (1): 1-6,"Anis Elgabli, Jihong Park, Sabbir Ahmed, Mehdi Bennis",https://doi.org/10.1109/WCNC45663.2020.9120758,,Conference and Workshop Papers,
Robust Federated Learning Under Worst-Case Model,WCNC,2020, (1): 1-6,"Fan Ang, Li Chen, Weidong Wang",https://doi.org/10.1109/WCNC45663.2020.9120713,,Conference and Workshop Papers,
Federated Learning under Channel Uncertainty: Joint Client Scheduling and Resource Allocation,WCNC,2020, (1): 1-6,"Madhusanka Manimel Wadu, Sumudu Samarakoon, Mehdi Bennis",https://doi.org/10.1109/WCNC45663.2020.9120649,,Conference and Workshop Papers,
Popularity Prediction with Federated Learning for Proactive Caching at Wireless Edge,WCNC,2020, (1): 1-6,"Kaiqiang Qi, Chenyang Yang ",https://doi.org/10.1109/WCNC45663.2020.9120586,,Conference and Workshop Papers,
Semi-Federated Learning,WCNC,2020, (1): 1-6,"Zhikun Chen, Daofeng Li, Ming Zhao, Sihai Zhang, Jinkang Zhu",https://doi.org/10.1109/WCNC45663.2020.9120453,,Conference and Workshop Papers,
Incentive Mechanism Design for Federated Learning in the Internet of Vehicles,VTC Fall,2020, (1): 1-5,"Wei Yang Bryan Lim, Zehui Xiong, Dusit Niyato, Jianqiang Huang, Xian-Sheng Hua, Chunyan Miao",https://doi.org/10.1109/VTC2020-Fall49728.2020.9348486,,Conference and Workshop Papers,
Enhancing WiFi Multiple Access Performance with Federated Deep Reinforcement Learning,VTC Fall,2020, (1): 1-6,"Lyutianyang Zhang, Hao Yin, Zhanke Zhou, Sumit Roy, Yaping Sun",https://doi.org/10.1109/VTC2020-Fall49728.2020.9348485,,Conference and Workshop Papers,
Lottery Hypothesis based Unsupervised Pre-training for Model Compression in Federated Learning,VTC Fall,2020, (1): 1-5,"Sohei Itahara, Takayuki Nishio, Masahiro Morikura, Koji Yamamoto ",https://doi.org/10.1109/VTC2020-Fall49728.2020.9348439,,Conference and Workshop Papers,
On the Orchestration of Federated Learning through Vehicular Knowledge Networking,VNC,2020, (1): 1-8,"Duncan Deveaux, Takamasa Higuchi, Seyhan Uçar, Chang-Heng Wang, Jérôme Härri, Onur Altintas",https://doi.org/10.1109/VNC51378.2020.9318386,,Conference and Workshop Papers,
Network Update Compression for Federated Learning,VCIP,2020, (1): 38-41,"Birendra Kathariya, Li Li, Zhu Li, Lingyu Duan, Shan Liu ",https://doi.org/10.1109/VCIP49819.2020.9301815,,Conference and Workshop Papers,
Federated Machine Learning in Vehicular Networks: A summary of Recent Applications,UCET,2020, (1): 1-4,"Kang Tan, Duncan Bremner, Julien Le Kernec, Muhammad Ali Imran ",https://doi.org/10.1109/UCET51115.2020.9205482,,Conference and Workshop Papers,
Multi-Party Private Set Intersection in Vertical Federated Learning,TrustCom,2020, (1): 707-714,"Linpeng Lu, Ning Ding ",https://doi.org/10.1109/TrustCom50675.2020.00098,,Conference and Workshop Papers,
Scheduling for Cellular Federated Edge Learning With Importance and Channel Awareness,IEEE Trans. Wirel. Commun.,2020,19 (11): 7690-7703,"Jinke Ren, Yinghui He, Dingzhu Wen, Guanding Yu, Kaibin Huang, Dongning Guo",https://doi.org/10.1109/TWC.2020.3015671,,Journal Articles,
Multi-Armed Bandit-Based Client Scheduling for Federated Learning,IEEE Trans. Wirel. Commun.,2020,19 (11): 7108-7123,"Wenchao Xia, Tony Q. S. Quek, Kun Guo, Wanli Wen, Howard H. Yang, Hongbo Zhu ",https://doi.org/10.1109/TWC.2020.3008091,,Journal Articles,
HFEL: Joint Edge Association and Resource Allocation for Cost-Efficient Hierarchical Federated Edge Learning,IEEE Trans. Wirel. Commun.,2020,19 (10): 6535-6548,"Siqi Luo, Xu Chen, Qiong Wu, Zhi Zhou, Shuai Yu ",https://doi.org/10.1109/TWC.2020.3003744,,Journal Articles,
Cell-Free Massive MIMO for Wireless Federated Learning,IEEE Trans. Wirel. Commun.,2020,19 (10): 6377-6392,"Tung Thanh Vu, Duy Trong Ngo, Nguyen Hoang Tran, Hien Quoc Ngo, Minh Ngoc Dao, Richard H. Middleton",https://doi.org/10.1109/TWC.2020.3002988,,Journal Articles,
Federated Learning Over Wireless Fading Channels,IEEE Trans. Wirel. Commun.,2020,19 (5): 3546-3557,"Mohammad Mohammadi Amiri, Deniz Gündüz",https://doi.org/10.1109/TWC.2020.2974748,,Journal Articles,
A Crowdsourcing Framework for On-Device Federated Learning,IEEE Trans. Wirel. Commun.,2020,19 (5): 3241-3256,"Shashi Raj Pandey, Nguyen Hoang Tran, Mehdi Bennis, Yan Kyaw Tun, Aunas Manzoor, Choong Seon Hong",https://doi.org/10.1109/TWC.2020.2971981,,Journal Articles,
Federated Learning via Over-the-Air Computation,IEEE Trans. Wirel. Commun.,2020,19 (3): 2022-2035,"Kai Yang, Tao Jiang, Yuanming Shi, Zhi Ding ",https://doi.org/10.1109/TWC.2019.2961673,,Journal Articles,
Broadband Analog Aggregation for Low-Latency Federated Edge Learning,IEEE Trans. Wirel. Commun.,2020,19 (1): 491-506,"Guangxu Zhu, Yong Wang, Kaibin Huang",https://doi.org/10.1109/TWC.2019.2946245,,Journal Articles,
Federated Echo State Learning for Minimizing Breaks in Presence in Wireless Virtual Reality Networks,IEEE Trans. Wirel. Commun.,2020,19 (1): 177-191,"Mingzhe Chen, Omid Semiari, Walid Saad, Xuanlin Liu, Changchuan Yin",https://doi.org/10.1109/TWC.2019.2942929,,Journal Articles,
Device Association for RAN Slicing Based on Hybrid Federated Deep Reinforcement Learning,IEEE Trans. Veh. Technol.,2020,69 (12): 15731-15745,"Yi-Jing Liu, Gang Feng, Yao Sun, Shuang Qin, Ying-Chang Liang",https://doi.org/10.1109/TVT.2020.3033035,,Journal Articles,
Federated Learning Assisted Multi-UAV Networks,IEEE Trans. Veh. Technol.,2020,69 (11): 14104-14109,"Hongming Zhang, Lajos Hanzo",https://doi.org/10.1109/TVT.2020.3028011,,Journal Articles,
Adaptive Federated Learning With Gradient Compression in Uplink NOMA,IEEE Trans. Veh. Technol.,2020,69 (12): 16325-16329,"Haijian Sun, Xiang Ma, Rose Qingyang Hu",https://doi.org/10.1109/TVT.2020.3027306,,Journal Articles,
Importance-Aware Data Selection and Resource Allocation in Federated Edge Learning System,IEEE Trans. Veh. Technol.,2020,69 (11): 13593-13605,"Yinghui He, Jinke Ren, Guanding Yu, Jiantao Yuan",https://doi.org/10.1109/TVT.2020.3015268,,Journal Articles,
Improving TCP Performance Over WiFi for Internet of Vehicles: A Federated Learning Approach,IEEE Trans. Veh. Technol.,2020,69 (6): 6798-6802,"Shiva Raj Pokhrel, Jinho Choi ",https://doi.org/10.1109/TVT.2020.2984369,,Journal Articles,
Blockchain Empowered Asynchronous Federated Learning for Secure Data Sharing in Internet of Vehicles,IEEE Trans. Veh. Technol.,2020,69 (4): 4298-4311,"Yunlong Lu, Xiaohong Huang, Ke Zhang, Sabita Maharjan, Yan Zhang ",https://doi.org/10.1109/TVT.2020.2973651,,Journal Articles,
An Exploratory Analysis on Users&apos; Contributions in Federated Learning,TPS-ISA,2020, (1): 20-29,"Jiyue Huang, Rania Talbi, Zilong Zhao, Sara Bouchenak, Lydia Y. Chen, Stefanie Roos",https://doi.org/10.1109/TPS-ISA50397.2020.00014,,Conference and Workshop Papers,
Accelerating Federated Learning via Momentum Gradient Descent,IEEE Trans. Parallel Distributed Syst.,2020,31 (8): 1754-1766,"Wei Liu, Li Chen, Yunfei Chen, Wenyi Zhang ",https://doi.org/10.1109/TPDS.2020.2975189,,Journal Articles,
Federated Region-Learning for Environment Sensing in Edge Computing System,IEEE Trans. Netw. Sci. Eng.,2020,7 (4): 2192-2204,"Yujia Gao, Liang Liu, Binxuan Hu, Tianzi Lei, Huadong Ma",https://doi.org/10.1109/TNSE.2020.3016035,,Journal Articles,
Communication-Efficient Federated Deep Learning With Layerwise Asynchronous Model Update and Temporally Weighted Aggregation,IEEE Trans. Neural Networks Learn. Syst.,2020,31 (10): 4229-4238,"Yang Chen, Xiaoyan Sun, Yaochu Jin",https://doi.org/10.1109/TNNLS.2019.2953131,,Journal Articles,
Robust and Communication-Efficient Federated Learning From Non-i.i.d. Data,IEEE Trans. Neural Networks Learn. Syst.,2020,31 (9): 3400-3413,"Felix Sattler, Simon Wiedemann, Klaus-Robert Müller, Wojciech Samek",https://doi.org/10.1109/TNNLS.2019.2944481,,Journal Articles,
Multi-Objective Evolutionary Federated Learning,IEEE Trans. Neural Networks Learn. Syst.,2020,31 (4): 1310-1322,"Hangyu Zhu, Yaochu Jin",https://doi.org/10.1109/TNNLS.2019.2919699,,Journal Articles,
Efficient and Privacy-Enhanced Federated Learning for Industrial Artificial Intelligence,IEEE Trans. Ind. Informatics,2020,16 (10): 6532-6542,"Meng Hao, Hongwei Li, Xizhao Luo, Guowen Xu, Haomiao Yang, Sen Liu ",https://doi.org/10.1109/TII.2019.2945367,,Journal Articles,
Blockchain and Federated Learning for Privacy-Preserved Data Sharing in Industrial IoT,IEEE Trans. Ind. Informatics,2020,16 (6): 4177-4186,"Yunlong Lu, Xiaohong Huang, Yueyue Dai, Sabita Maharjan, Yan Zhang ",https://doi.org/10.1109/TII.2019.2942190,,Journal Articles,
Differentially Private Asynchronous Federated Learning for Mobile Edge Computing in Urban Informatics,IEEE Trans. Ind. Informatics,2020,16 (3): 2134-2143,"Yunlong Lu, Xiaohong Huang, Yueyue Dai, Sabita Maharjan, Yan Zhang ",https://doi.org/10.1109/TII.2019.2942179,,Journal Articles,
Federated Learning With Differential Privacy: Algorithms and Performance Analysis,IEEE Trans. Inf. Forensics Secur.,2020,15 (1): 3454-3469,"Kang Wei, Jun Li, Ming Ding, Chuan Ma, Howard H. Yang, Farhad Farokhi, Shi Jin, Tony Q. S. Quek, H. Vincent Poor",https://doi.org/10.1109/TIFS.2020.2988575,,Journal Articles,
VerifyNet: Secure and Verifiable Federated Learning,IEEE Trans. Inf. Forensics Secur.,2020,15 (1): 911-926,"Guowen Xu, Hongwei Li, Sen Liu, Kan Yang, Xiaodong Lin ",https://doi.org/10.1109/TIFS.2019.2929409,,Journal Articles,
Communication-Efficient Massive UAV Online Path Control: Federated Learning Meets Mean-Field Game Theory,IEEE Trans. Commun.,2020,68 (11): 6840-6857,"Hamid Shiri, Jihong Park, Mehdi Bennis",https://doi.org/10.1109/TCOMM.2020.3017281,,Journal Articles,
Federated Learning With Blockchain for Autonomous Vehicles: Analysis and Design Challenges,IEEE Trans. Commun.,2020,68 (8): 4734-4746,"Shiva Raj Pokhrel, Jinho Choi ",https://doi.org/10.1109/TCOMM.2020.2990686,,Journal Articles,
Robust Federated Learning With Noisy Communication,IEEE Trans. Commun.,2020,68 (6): 3452-3464,"Fan Ang, Li Chen, Nan Zhao, Yunfei Chen, Weidong Wang, F. Richard Yu",https://doi.org/10.1109/TCOMM.2020.2979149,,Journal Articles,
Distributed Federated Learning for Ultra-Reliable Low-Latency Vehicular Communications,IEEE Trans. Commun.,2020,68 (2): 1146-1159,"Sumudu Samarakoon, Mehdi Bennis, Walid Saad, Mérouane Debbah",https://doi.org/10.1109/TCOMM.2019.2956472,,Journal Articles,
Scheduling Policies for Federated Learning in Wireless Networks,IEEE Trans. Commun.,2020,68 (1): 317-333,"Howard H. Yang, Zuozhu Liu, Tony Q. S. Quek, H. Vincent Poor",https://doi.org/10.1109/TCOMM.2019.2944169,,Journal Articles,
End-to-End Evaluation of Federated Learning and Split Learning for Internet of Things,SRDS,2020, (1): 91-100,"Yansong Gao, Minki Kim, Sharif Abuadbba, Yeonjae Kim, Chandra Thapa, Kyuyeon Kim, Seyit Ahmet Çamtepe, Hyoungshick Kim, Surya Nepal",https://doi.org/10.1109/SRDS51746.2020.00017,,Conference and Workshop Papers,
Double Insurance: Incentivized Federated Learning with Differential Privacy in Mobile Crowdsensing,SRDS,2020, (1): 81-90,"Chenhao Ying, Haiming Jin, Xudong Wang, Yuan Luo ",https://doi.org/10.1109/SRDS51746.2020.00016,,Conference and Workshop Papers,
Decentralized Federated Learning via SGD over Wireless D2D Networks,SPAWC,2020, (1): 1-5,"Hong Xing, Osvaldo Simeone, Suzhi Bi",https://doi.org/10.1109/SPAWC48557.2020.9154332,,Conference and Workshop Papers,
Dynamic Federated Learning,SPAWC,2020, (1): 1-5,"Elsa Rizk, Stefan Vlaski, Ali H. Sayed",https://doi.org/10.1109/SPAWC48557.2020.9154327,,Conference and Workshop Papers,
Analog Compression and Communication for Federated Learning over Wireless MAC,SPAWC,2020, (1): 1-5,"Afshin Abdi, Yashas Malur Saidutta, Faramarz Fekri",https://doi.org/10.1109/SPAWC48557.2020.9154309,,Conference and Workshop Papers,
Performance Optimization of Federated Learning over Mobile Wireless Networks,SPAWC,2020, (1): 1-5,"Mingzhe Chen, H. Vincent Poor, Walid Saad, Shuguang Cui",https://doi.org/10.1109/SPAWC48557.2020.9154300,,Conference and Workshop Papers,
Resource Management and Fairness for Federated Learning over Wireless Edge Networks,SPAWC,2020, (1): 1-5,"Ravikumar Balakrishnan, Mustafa Riza Akdeniz, Sagar Dhakal, Nageen Himayat",https://doi.org/10.1109/SPAWC48557.2020.9154285,,Conference and Workshop Papers,
Information-Theoretic Bounds on the Generalization Error and Privacy Leakage in Federated Learning,SPAWC,2020, (1): 1-5,"Semih Yagli, Alex Dytso, H. Vincent Poor",https://doi.org/10.1109/SPAWC48557.2020.9154277,,Conference and Workshop Papers,
FedAir: Towards Multi-hop Federated Learning Over-the-Air,SPAWC,2020, (1): 1-5,"Pinyarash Pinyoanuntapong, Prabhu Janakaraj, Pu Wang, Minwoo Lee, Chen Chen ",https://doi.org/10.1109/SPAWC48557.2020.9154266,,Conference and Workshop Papers,
On Decentralizing Federated Learning,SMC,2020, (1): 1590-1595,"Akul Agrawal, Divya D. Kulkarni, Shivashankar B. Nair",https://doi.org/10.1109/SMC42975.2020.9282830,,Conference and Workshop Papers,
Federated Learning with Heterogeneous Quantization,SEC,2020, (1): 405-409,"Cong Shen, Shengbo Chen",https://doi.org/10.1109/SEC50012.2020.00060,,Conference and Workshop Papers,
Poster: Exploiting Data Heterogeneity for Performance and Reliability in Federated Learning,SEC,2020, (1): 164-166,"Yuanli Wang, Dhruv Kumar, Abhishek Chandra",https://doi.org/10.1109/SEC50012.2020.00023,,Conference and Workshop Papers,
FengHuoLun: A Federated Learning based Edge Computing Platform for Cyber-Physical Systems,PerCom Workshops,2020, (1): 1-4,"Chong Zhang, Xiao Liu, Xi Zheng, Rui Li, Huai Liu",https://doi.org/10.1109/PerComWorkshops48775.2020.9156259,,Conference and Workshop Papers,
Personalized Federated Learning for Intelligent IoT Applications: A Cloud-Edge Based Framework,IEEE Open J. Comput. Soc.,2020,1 (1): 35-44,"Qiong Wu, Kaiwen He, Xu Chen ",https://doi.org/10.1109/OJCS.2020.2993259,,Journal Articles,
Federated Learning for Vehicular Internet of Things: Recent Advances and Open Issues,IEEE Open J. Comput. Soc.,2020,1 (1): 45-61,"Zhaoyang Du, Celimuge Wu, Tsutomu Yoshinaga, Kok-Lim Alvin Yau, Yusheng Ji, Jie Li ",https://doi.org/10.1109/OJCS.2020.2992630,,Journal Articles,
A Federated Learning Approach to Routing in Challenged SDN-Enabled Edge Networks,NetSoft,2020, (1): 150-154,"Alessio Sacco, Flavio Esposito, Guido Marchetto",https://doi.org/10.1109/NetSoft48620.2020.9165506,,Conference and Workshop Papers,
Federated vs. Centralized Machine Learning under Privacy-elastic Users: A Comparative Analysis,NCA,2020, (1): 1-8,"Georgios Drainakis, Konstantinos V. Katsaros, Panagiotis Pantazopoulos, Vasilis Sourlas, Angelos Amditis",https://doi.org/10.1109/NCA51143.2020.9306745,,Conference and Workshop Papers,
A Secure Federated Learning Framework for 5G Networks,IEEE Wirel. Commun.,2020,27 (4): 24-31,"Yi Liu, Jialiang Peng, Jiawen Kang, Abdullah M. Iliyasu, Dusit Niyato, Ahmed A. Abd El-Latif ",https://doi.org/10.1109/MWC.01.1900525,,Journal Articles,
"Federated-Learning-Enabled Intelligent Fog Radio Access Networks: Fundamental Theory, Key Techniques, and Future Trends",IEEE Wirel. Commun.,2020,27 (2): 22-28,"Zhongyuan Zhao, Chenyuan Feng, Howard H. Yang, Xueting Luo",https://doi.org/10.1109/MWC.001.1900370,,Journal Articles,
Reliable Federated Learning for Mobile Networks,IEEE Wirel. Commun.,2020,27 (2): 72-80,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Yuze Zou, Yang Zhang, Mohsen Guizani",https://doi.org/10.1109/MWC.001.1900119,,Journal Articles,
"Federated Learning: Challenges, Methods, and Future Directions",IEEE Signal Process. Mag.,2020,37 (3): 50-60,"Tian Li, Anit Kumar Sahu, Ameet Talwalkar, Virginia Smith",https://doi.org/10.1109/MSP.2020.2975749,,Journal Articles,
Enhancing IoT Anomaly Detection Performance for Federated Learning,MSN,2020, (1): 206-213,"Brett Weinger, Jinoh Kim, Alex Sim, Makiya Nakashima, Nour Moustafa, K. John Wu",https://doi.org/10.1109/MSN50589.2020.00045,,Conference and Workshop Papers,
Dynamic Resource Allocation for Hierarchical Federated Learning,MSN,2020, (1): 153-160,"Wei Yang Bryan Lim, Jer Shyuan Ng, Zehui Xiong, Dusit Niyato, Song Guo, Cyril Leung, Chunyan Miao",https://doi.org/10.1109/MSN50589.2020.00038,,Conference and Workshop Papers,
"Internet of Things intrusion Detection: Centralized, On-Device, or Federated Learning?",IEEE Netw.,2020,34 (6): 310-317,"Sawsan Abdul Rahman, Hanine Tout, Chamseddine Talhi, Azzam Mourad",https://doi.org/10.1109/MNET.011.2000286,,Journal Articles,
Federated Machine Learning for Intelligent IoT via Reconfigurable Intelligent Surface,IEEE Netw.,2020,34 (5): 16-22,"Kai Yang, Yuanming Shi, Yong Zhou, Zhanpeng Yang, Liqun Fu, Wei Chen ",https://doi.org/10.1109/MNET.011.2000045,,Journal Articles,
Federated Learning for Data Privacy Preservation in Vehicular Cyber-Physical Systems,IEEE Netw.,2020,34 (3): 50-56,"Yunlong Lu, Xiaohong Huang, Yueyue Dai, Sabita Maharjan, Yan Zhang ",https://doi.org/10.1109/MNET.011.1900317,,Journal Articles,
On Safeguarding Privacy and Security in the Framework of Federated Learning,IEEE Netw.,2020,34 (4): 242-248,"Chuan Ma, Jun Li, Ming Ding, Howard H. Yang, Feng Shu, Tony Q. S. Quek, H. Vincent Poor",https://doi.org/10.1109/MNET.001.1900506,,Journal Articles,
A Non-Negative Matrix Factorization Framework for Privacy-Preserving and Federated Learning,MMSP,2020, (1): 1-6,Zahir Alsulaimawi,https://doi.org/10.1109/MMSP48831.2020.9287113,,Conference and Workshop Papers,
Introduction to the Special Issue on Federated Machine Learning,IEEE Intell. Syst.,2020,35 (4): 3-4,"Yang Liu, Han Yu, Qiang Yang ",https://doi.org/10.1109/MIS.2020.3014704,,Journal Articles,
Preserving User Privacy for Machine Learning: Local Differential Privacy or Federated Machine Learning?,IEEE Intell. Syst.,2020,35 (4): 5-14,"Huadi Zheng, Haibo Hu, Ziyang Han",https://doi.org/10.1109/MIS.2020.3010335,,Journal Articles,
SMSS: Secure Member Selection Strategy in Federated Learning,IEEE Intell. Syst.,2020,35 (4): 37-49,"Kun Zhao, Wei Xi, Zhi Wang, Jizhong Zhao, Ruimeng Wang, Zhiping Jiang",https://doi.org/10.1109/MIS.2020.3007207,,Journal Articles,
Proxy Experience Replay: Federated Distillation for Distributed Reinforcement Learning,IEEE Intell. Syst.,2020,35 (4): 94-101,"Han Cha, Jihong Park, Hyesung Kim, Mehdi Bennis, Seong-Lyun Kim",https://doi.org/10.1109/MIS.2020.2994942,,Journal Articles,
FedHealth: A Federated Transfer Learning Framework for Wearable Healthcare,IEEE Intell. Syst.,2020,35 (4): 83-93,"Yiqiang Chen, Xin Qin, Jindong Wang, Chaohui Yu, Wen Gao ",https://doi.org/10.1109/MIS.2020.2988604,,Journal Articles,
A Secure Federated Transfer Learning Framework,IEEE Intell. Syst.,2020,35 (4): 70-82,"Yang Liu, Yan Kang, Chaoping Xing, Tianjian Chen, Qiang Yang ",https://doi.org/10.1109/MIS.2020.2988525,,Journal Articles,
A Sustainable Incentive Scheme for Federated Learning,IEEE Intell. Syst.,2020,35 (4): 58-69,"Han Yu, Zelei Liu, Yang Liu, Tianjian Chen, Mingshu Cong, Xi Weng, Dusit Niyato, Qiang Yang ",https://doi.org/10.1109/MIS.2020.2987774,,Journal Articles,
From Federated to Fog Learning: Distributed Machine Learning over Heterogeneous Wireless Networks,IEEE Commun. Mag.,2020,58 (12): 41-47,"Seyyedali Hosseinalipour, Christopher G. Brinton, Vaneet Aggarwal, Huaiyu Dai, Mung Chiang",https://doi.org/10.1109/MCOM.001.2000410,,Journal Articles,
Wireless Communications for Collaborative Federated Learning,IEEE Commun. Mag.,2020,58 (12): 48-54,"Mingzhe Chen, H. Vincent Poor, Walid Saad, Shuguang Cui",https://doi.org/10.1109/MCOM.001.2000397,,Journal Articles,
Federated Learning for Edge Networks: Resource Optimization and Incentive Mechanism,IEEE Commun. Mag.,2020,58 (10): 88-93,"Latif U. Khan, Shashi Raj Pandey, Nguyen Hoang Tran, Walid Saad, Zhu Han, Minh N. H. Nguyen, Choong Seon Hong",https://doi.org/10.1109/MCOM.001.1900649,,Journal Articles,
"Federated Learning for Wireless Communications: Motivation, Opportunities, and Challenges",IEEE Commun. Mag.,2020,58 (6): 46-51,"Solmaz Niknam, Harpreet S. Dhillon, Jeffrey H. Reed",https://doi.org/10.1109/MCOM.001.1900461,,Journal Articles,
Preserving Data Privacy via Federated Learning: Challenges and Solutions,IEEE Consumer Electron. Mag.,2020,9 (3): 8-16,"Zengpeng Li, Vishal Sharma, Saraju P. Mohanty",https://doi.org/10.1109/MCE.2019.2959108,,Journal Articles,
Vehicular Edge Computing Based Driver Recommendation System Using Federated Learning,MASS,2020, (1): 675-683,"Jayant Vyas, Debasis Das, Sajal Kumar Das ",https://doi.org/10.1109/MASS50613.2020.00087,,Conference and Workshop Papers,
Offloading Federated Learning Task to Edge Computing with Trust Execution Environment,MASS,2020, (1): 491-496,"Shifu Dong, Deze Zeng, Lin Gu, Song Guo ",https://doi.org/10.1109/MASS50613.2020.00066,,Conference and Workshop Papers,
FLaPS: Federated Learning and Privately Scaling,MASS,2020, (1): 13-19,"Sudipta Paul, Poushali Sengupta, Subhankar Mishra",https://doi.org/10.1109/MASS50613.2020.00011,,Conference and Workshop Papers,
Federated Learning With Multichannel ALOHA,IEEE Wirel. Commun. Lett.,2020,9 (4): 499-502,"Jinho Choi, Shiva Raj Pokhrel",https://doi.org/10.1109/LWC.2019.2960243,,Journal Articles,
Federated Imitation Learning: A Novel Framework for Cloud Robotic Systems With Heterogeneous Sensor Data,IEEE Robotics Autom. Lett.,2020,5 (2): 3509-3516,"Boyi Liu, Lujia Wang, Ming Liu, Cheng-Zhong Xu ",https://doi.org/10.1109/LRA.2020.2976321,,Journal Articles,
Federated Learning for Hybrid Beamforming in mm-Wave Massive MIMO,IEEE Commun. Lett.,2020,24 (12): 2795-2799,"Ahmet M. Elbir, Sinem Coleri",https://doi.org/10.1109/LCOMM.2020.3019312,,Journal Articles,
Mix2FLD: Downlink Federated Learning After Uplink Federated Distillation With Two-Way Mixup,IEEE Commun. Lett.,2020,24 (10): 2211-2215,"Seungeun Oh, Jihong Park, Eunjeong Jeong, Hyesung Kim, Mehdi Bennis, Seong-Lyun Kim",https://doi.org/10.1109/LCOMM.2020.3003693,,Journal Articles,
Lightwave Power Transfer for Federated Learning-Based Wireless Networks,IEEE Commun. Lett.,2020,24 (7): 1472-1476,"Ha-Vu Tran, Georges Kaddoum, Hany Elgala, Chadi Abou-Rjeily, Hemani Kaushal",https://doi.org/10.1109/LCOMM.2020.2985698,,Journal Articles,
Bandwidth Slicing to Boost Federated Learning Over Passive Optical Networks,IEEE Commun. Lett.,2020,24 (7): 1492-1495,"Jun Li, Xiaoman Shen, Lei Chen, Jiajia Chen ",https://doi.org/10.1109/LCOMM.2020.2982397,,Journal Articles,
Blockchained On-Device Federated Learning,IEEE Commun. Lett.,2020,24 (6): 1279-1283,"Hyesung Kim, Jihong Park, Mehdi Bennis, Seong-Lyun Kim",https://doi.org/10.1109/LCOMM.2019.2921755,,Journal Articles,
Retrospective Sensing Based on Federated Learning in the IoT,LCN Symposium,2020, (1): 150-161,"Rafiq Mazen Kamel, Amr El Mougy",https://doi.org/10.1109/LCNSymposium50271.2020.9363271,,Conference and Workshop Papers,
On Predicting Service-oriented Network Slices Performances in 5G: A Federated Learning Approach,LCN,2020, (1): 164-171,"Bouziane Brik, Adlen Ksentini",https://doi.org/10.1109/LCN48667.2020.9314849,,Conference and Workshop Papers,
Straggler Remission for Federated Learning via Decentralized Redundant Cayley Tree,LATINCOM,2020, (1): 1-6,"Yangyang Tao, Junxiu Zhou",https://doi.org/10.1109/LATINCOM50620.2020.9282334,,Conference and Workshop Papers,
Analyzing User-Level Privacy Attack Against Federated Learning,IEEE J. Sel. Areas Commun.,2020,38 (10): 2430-2444,"Mengkai Song, Zhibo Wang, Zhifei Zhang, Yang Song, Qian Wang, Ju Ren, Hairong Qi ",https://doi.org/10.1109/JSAC.2020.3000372,,Journal Articles,
Toward Communication-Efficient Federated Learning in the Internet of Things With Edge Computing,IEEE Internet Things J.,2020,7 (11): 11053-11067,"Haifeng Sun, Shiqi Li, F. Richard Yu, Qi Qi, Jingyu Wang, Jianxin Liao",https://doi.org/10.1109/JIOT.2020.2994596,,Journal Articles,
Personalized Federated Learning With Differential Privacy,IEEE Internet Things J.,2020,7 (10): 9530-9539,"Rui Hu, Yuanxiong Guo, Hongning Li, Qingqi Pei, Yanmin Gong ",https://doi.org/10.1109/JIOT.2020.2991416,,Journal Articles,
Privacy-Preserving Traffic Flow Prediction: A Federated Learning Approach,IEEE Internet Things J.,2020,7 (8): 7751-7763,"Yi Liu, James J. Q. Yu, Jiawen Kang, Dusit Niyato, Shuyu Zhang ",https://doi.org/10.1109/JIOT.2020.2991401,,Journal Articles,
Multiagent DDPG-Based Deep Learning for Smart Ocean Federated Learning IoT Networks,IEEE Internet Things J.,2020,7 (10): 9895-9903,"Dohyun Kwon, Joohyung Jeon, Soohyun Park, Joongheon Kim, Sungrae Cho",https://doi.org/10.1109/JIOT.2020.2988033,,Journal Articles,
Privacy-Preserving Federated Learning in Fog Computing,IEEE Internet Things J.,2020,7 (11): 10782-10793,"Chunyi Zhou, Anmin Fu, Shui Yu, Wei Yang, Huaqun Wang, Yuqing Zhang ",https://doi.org/10.1109/JIOT.2020.2987958,,Journal Articles,
